lighting_score,incident_density,safe_stop_proximity,time_sin,time_cos,day_sin,day_cos,safety_label
0.47918187762973097,0.0800634025289656,0.8844965347938635,-0.9744640199043441,-0.22454370156356254,-0.9749279121818236,-0.2225209339563146,1
0.07177580622651303,0.4174482838964625,0.20852754029918774,-0.8174959893671768,-0.5759342908427842,0.9749279121818236,-0.22252093395631434,0
0.0523550201874724,0.8123173327141189,0.4550517048081386,-0.8603382355756158,0.509723572543625,0.7818314824680298,0.6234898018587336,0
0.35071181545171015,0.49298271045808906,0.3463635031084943,-0.9972466724593699,0.074155743329254,0.0,1.0,1
0.9899602323899452,0.2656855648662635,0.5892117234526204,0.4116095546858837,-0.9113602879713865,-0.9749279121818236,-0.2225209339563146,1
0.41038292303562973,0.3667983206462684,0.26120017127391293,0.4254609518863012,0.904976783359663,0.43388373911755823,-0.900968867902419,0
0.15190269351229435,0.6410861035821595,0.13952678055966927,0.19873556471033663,0.9800531492318484,0.0,1.0,1
0.47554603748682667,0.6141688503188927,0.5513305496923012,-0.09085908463024918,0.9958637591257918,0.0,1.0,0
0.027536719869465487,0.8251348756614191,0.9720420941766236,0.9921574575895673,0.12499431726844999,0.0,1.0,0
0.1918673247187429,0.5334802087447829,0.38504123784041167,0.5724333669283431,-0.8199512427132974,-0.433883739117558,-0.9009688679024191,0
0.620660479824584,0.3734445911454355,0.2959369676715412,0.2198368015738778,-0.9755366629059963,0.0,1.0,0
0.8920465551771133,0.15174291295305242,0.1937389330248106,-0.876554679719576,0.48130228906760003,0.7818314824680298,0.6234898018587336,1
0.4361265291353167,0.08421301117709834,0.07672737192820589,0.5453778819784252,-0.8381902921465548,0.43388373911755823,-0.900968867902419,0
0.01811018382084051,0.5028755200655849,0.1733731567575082,0.8347103488958506,0.5506892349103688,0.7818314824680298,0.6234898018587336,0
0.43276687959926263,0.8418087090288189,0.8668735827991789,0.9922420697265425,-0.12432085530910406,-0.9749279121818236,-0.2225209339563146,0
0.34264514652252154,0.6591555446001344,0.8891449619957854,-0.6652405915493891,-0.7466290614187334,0.43388373911755823,-0.900968867902419,0
0.01787393473341381,0.4606727916549932,0.0455501559653525,-0.7046293111224942,0.7095756012625006,0.43388373911755823,-0.900968867902419,0
0.42485084286808694,0.04927365358277147,0.26083516280397634,-0.6424825617085005,0.7663003052984404,-0.7818314824680299,0.6234898018587334,1
0.4161539981797615,0.47710981769392613,0.8140519264214297,0.9801638797266349,0.19818872036327098,0.7818314824680298,0.6234898018587336,1
0.9447320222914103,0.24346704406676012,0.7184414747355413,-0.9990928090173015,0.042585901069695405,0.0,1.0,1
0.2686773593849461,0.7768213672402811,0.8344737434626284,0.8255665660446261,0.5643047448225862,0.9749279121818236,-0.22252093395631434,0
0.2642762631586393,0.13865252911330372,0.5183151152025223,-0.40075147892577806,0.916186799806023,0.0,1.0,0
0.8774608626303804,0.9891253191087334,0.5288052181567664,0.8411625187398574,-0.5407824119433056,-0.433883739117558,-0.9009688679024191,0
0.21144800699654465,0.3267388905686336,0.47519771945694944,-0.6012290461177819,0.7990767385578822,0.43388373911755823,-0.900968867902419,0
0.0973668937912211,0.7608914729612402,0.9815413930443128,0.5894081463094881,0.8078354022101366,0.7818314824680298,0.6234898018587336,0
0.5360963663441204,0.051165506445475906,0.026347332193917605,-0.9260509139649086,-0.37739860193800073,0.43388373911755823,-0.900968867902419,1
0.12595519637935826,0.25339810755937264,0.964145795865558,0.40619288425640787,0.913787360811836,0.0,1.0,0
0.11607264050691624,0.3032197838442505,0.6939921083892756,-0.9494778073585016,-0.3138341812704476,0.43388373911755823,-0.900968867902419,1
0.7755052967189994,0.5539417338546375,0.7893796334619244,0.5673259289368999,0.8234933456658187,0.9749279121818236,-0.22252093395631434,1
